"","HL_HO2","LL_HO2","LL_LO2","HL_LO2","FC.HLHO.div.HL_LO2","FC.HLHO.div.LL_HO2","FC.HLHO.div.LL_LO2","FC.LLHO.div.HL_LO2","FC.LLHO.div.LL_LO2","FC.LLLO.div.HL_LO2","Locus.tag","Ortholog.group","Genome.count.calc","Reference..PMID.","Curated.Product.Descriptor","Gene","Gene.Aliases","Functional.role","regulon","cofactor","substrate","Regulator.family","Merops.family","CAZY","TC.family","E.C.","evolution","Genome.count.calc.1","Loc.Sys","Loc.Cleave","protein.localization","X7002","X6803"
"A1030",672.89830461985,797.916779652085,758.128145994219,819.236875324227,0.821372090158344,0.843318904652254,0.887578581767865,0.973975664042584,1.05248272850454,0.925407740824871,"7002_A1030","cyan0864",14,"","transcription antitermination protein NusG","nusG","","Transcription factors","","","","","","","","","core",2,"","","cyt","7002_A1030","sll1742"
"A1031",564.157938593283,693.799524893213,705.584611123333,844.781009521418,0.667815602191255,0.813142584207038,0.799561001897575,0.821277369014558,0.983297416008893,0.835227832030762,"7002_A1031","cyan0865",14,"","preprotein translocase subunit SecE","secE","","Transport|export:Sec","","","","","","","3.A.5.1.1","","core",2,"Sec","","IM 1 TM","7002_A1031","ssl3335"
"A1032",2713.12596422724,2659.72259884028,4695.67631019616,4433.73186422688,0.611928291405671,1.02007854706737,0.577792374303138,0.599883502270398,0.566419493836272,1.05907990243676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1033",1139.08225006048,1388.54557028423,1224.58605760311,1321.90894470468,0.861694940959006,0.820341999886481,0.930177379522037,1.05040939154432,1.13388974312025,0.926377011448913,"7002_A1033","cyan0866",14,"","50S ribosomal protein L19 RplS","rplS","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1033","sll1740"
"A1034",2194.18679170441,434.45290849384,1803.63725822104,944.220674789058,2.32380718860514,5.05045943716019,1.21653441217364,0.460117978872786,0.240875989067973,1.91018615285455,"7002_A1034","cyan0897b",4,"","porin OprB family","","","Omp porin","","","","","","","1.B.23","","",2,"Sec Bam","LepB","OM","7002_A1034","slr1908"
"A1035",249.779850674889,138.191992679958,138.328897925395,127.72067098596,1.95567286600261,1.8074842531098,1.80569537111184,1.08198611558461,0.999010291793758,1.08305802700177,"7002_A1035","cyan0999",6,"","hypothetical protein","","","","","","","","","","","","",2,"","","cyt","7002_A1035","slr1437"
"A1036",41.9888542082787,38.8073404101251,35.3864622599848,45.6145253521284,0.920514986928816,1.0819822684196,1.18657959927687,0.850767164856936,1.09667194547472,0.775771796084985,"7002_A1036","cyan3212",14,"","peptide chain release factor 1 PrfA","prfA","","Translation factors","","","","","","","","","core",2,"","","cyt","7002_A1036","sll1110"
"A1037",894.685585822553,860.387132507409,866.432166850536,817.412294310141,1.09453404609925,1.03986397752741,1.03260892202873,1.05257424985703,0.99302307257924,1.05996958068971,"7002_A1037","cyan0762",14,"","50S ribosomal protein L31 RpmE","rpmE","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1037","ssl3445"
"A1038",478.026955601942,494.08369985574,441.794619730719,539.163689662158,0.886608213363692,0.967501975356633,1.08201171823529,0.916389047202593,1.11835608173973,0.819407219368851,"7002_A1038","cyan0763",14,"","30S ribosomal protein S9 RpsI","rpsI","","Ribosome: SSU","","","","","","","","","core",2,"","","cyt","7002_A1038","sll1822"
"A1039",300.381803182301,328.442612739352,293.814868461692,416.916761718454,0.720483872953879,0.914564041118138,1.02235058679975,0.787789417210218,1.11785565672343,0.704732683931059,"7002_A1039","cyan0764",14,"","50S ribosomal protein L13 RplM","rplM","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1039","sll1821"
"A1040",335.910833666229,365.356912153861,376.383280401656,465.26815859171,0.721972538767699,0.919404621869501,0.892470125951831,0.78526094125963,0.970704415360777,0.80895989431322,"7002_A1040","cyan0765",14,"","tRNA pseudouridine38-40 synthase TruA","truA","","tRNA modification","","","","","","","","5.4.99.12","core",2,"","","cyt","7002_A1040","sll1820"
"A1041",322.991186217528,376.715158127556,292.74255142351,365.82849332407,0.882903306089408,0.857388345674593,1.10332845241298,1.0297589307617,1.28684797032654,0.800218016818564,"7002_A1041","cyan0766",14,"","50S ribosomal protein L17 RplQ","rplQ","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1041","sll1819"
"A1042",369.286589575374,377.661678625364,349.575354447122,447.934638957901,0.82442070216874,0.977823831423738,1.05638622653884,0.843117825189801,1.08034411986126,0.780415989396116,"7002_A1042","cyan0767",14,"","DNA-directed RNA polymerase alpha subunit RpoA","rpoA","","RNA polymerase","","","","","","","","2.7.7.6","core",2,"","","cyt","7002_A1042","sll1818"
"A1043",288.538793020992,345.479981699895,300.24877069078,409.618437662113,0.704408704519796,0.835182379023149,0.960999082051703,0.843419021057042,1.15064578251245,0.732996230356334,"7002_A1043","cyan0768",14,"","30S ribosomal protein S11 RpsK","rpsK","","Ribosome: SSU","","","","","","","","","core",2,"","","cyt","7002_A1043","sll1817"
"A1044",409.122169208869,496.923261349164,380.672548554382,541.900561183286,0.754976463422581,0.823310561268733,1.07473515167439,0.91700082440234,1.30538244282717,0.702476756479364,"7002_A1044","cyan0769",14,"","30S ribosomal protein S13 RpsM","rpsM","","Ribosome: SSU","","","","","","","","","core",2,"","","cyt","7002_A1044","sll1816"
"A1045",431.731552244096,442.971592974111,452.517790112533,335.722906591665,1.28597585618191,0.974625820462776,0.954065368649336,1.31945596882637,0.978904261120768,1.34789071948231,"7002_A1045","cyan0771",14,"","translation initiation factor IF-1 InfA","infA","","Translation factors","","","","","","","","","core",2,"","","cyt","7002_A1045","ssl3441"
"A1046",327.297735367095,302.886559298538,373.166329287112,312.003353408558,1.04901992812401,1.08059511166521,0.877082709987144,0.970779820119169,0.811666368391716,1.19603307211401,"7002_A1046","cyan0772",14,"","adenylate kinase Adk","adk","","Purine conversions","","","","","","","","2.7.4.3","core",2,"","","cyt","7002_A1046","sll1815"
"A1047",794.558318095119,743.018590779225,940.42204248505,738.955310704481,1.07524542632711,1.06936532673004,0.844895464163634,1.00549868174149,0.790090573393846,1.27263723375708,"7002_A1047","cyan0773",14,"","preprotein translocase subunit SecY","secY","","Transport|export:Sec","","","","","","","3.A.5.1","","core",2,"Sec","","IM 10 TM","7002_A1047","sll1814"
"A1048",729.960080851614,589.682270134341,707.729245199696,750.815087296034,0.9722235117577,1.23788710941795,1.03141149783297,0.785389478863574,0.833203197598474,0.94261457604494,"7002_A1048","cyan0774",14,"","50S ribosomal protein L15 RplO","rplO","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1048","sll1813"
"A1049",1149.8486229344,1031.70734261064,918.975701721423,1027.23911092993,1.11935829808259,1.11451045799947,1.2512285371425,1.00434974840149,1.12267097016608,0.894607391739104,"7002_A1049","cyan0775",14,"","30S ribosomal protein S5 RpsE","rpsE","","Ribosome: SSU","","","","","","","","","core",2,"","","cyt","7002_A1049","sll1812"
"A1050",523.245721672396,554.661011715447,446.083887883444,706.112852450948,0.741022798064342,0.943361279449062,1.17297606097155,0.785513264331891,1.24340068489623,0.631745883586551,"7002_A1050","cyan0776",14,"","50S ribosomal protein L18 RplR","rplR","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1050","sll1811"
"A1051",481.256867464117,469.474166912733,519.001446479777,557.409499803009,0.863381172431032,1.02509765474183,0.927274616917411,0.842242852119757,0.904571981633247,0.931095445382961,"7002_A1051","cyan0777",14,"","50S ribosomal protein L6 RplF","rplF","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1051","sll1810"
"A1052",433.88482681888,386.180363105636,446.083887883444,563.795533352307,0.769578333192916,1.123528973171,0.972652988830315,0.68496527599185,0.865712422248569,0.791215718278302,"7002_A1052","cyan0778",14,"","30S ribosomal protein S8 RpsH","rpsH","","Ribosome: SSU","","","","","","","","","core",2,"","","cyt","7002_A1052","sll1809"
"A1053",336.987470953621,321.816969254696,372.094012248931,468.005030112838,0.720050959435996,1.04714015464771,0.905651421039736,0.687635705917744,0.864880806088868,0.795064130313338,"7002_A1053","cyan0779",14,"","50S ribosomal protein L5 RplE","rplE","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1053","sll1808"
"A1054",792.405043520336,904.873595904382,849.275094239635,993.484362169357,0.797601928821559,0.875707996240471,0.933036949858732,0.91080809156222,1.06546583320511,0.85484495436362,"7002_A1054","cyan0780",14,"","50S ribosomal protein L24 RplX","rplX","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1054","sll1807"
"A1055",829.010711291656,763.842041731,781.719120834209,862.114529155227,0.96160160078034,1.08531694512778,1.06049690892424,0.886009939398048,0.97713107096046,0.906746255164269,"7002_A1055","cyan0781",14,"","50S ribosomal protein L14 RplN","rplN","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1055","sll1806"
"A1056",481.256867464117,451.490277454383,573.689615427026,800.078774676333,0.60151185445309,1.06592963679653,0.838880214183228,0.56430728041377,0.786993986492706,0.71704141340221,"7002_A1056","cyan0782",14,"","30S ribosomal protein S17 RpsQ","rpsQ","","Ribosome: SSU","","","","","","","","","core",2,"","","cyt","7002_A1056","ssl3437"
"A1057",522.169084385004,610.505721086115,525.435348708865,727.095534112927,0.718157463340855,0.855305800338846,0.993783698923403,0.839649939303981,1.16190454750768,0.722649671270376,"7002_A1057","cyan0783",14,"","50S ribosomal protein L29 RpmC","rpmC","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1057","ssl3436"
"A1058",406.968894634086,413.629457542066,486.831935334336,543.725142197371,0.748482759118682,0.983897271370469,0.835953570618978,0.760732630222789,0.849635012662023,0.89536403147901,"7002_A1058","cyan0784",14,"","50S ribosomal protein L16 RplP","rplP","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1058","sll1805"
"A1059",316.531362493178,300.993518302922,392.468035974377,442.460895915646,0.715388332426836,1.05162185643685,0.806515011362208,0.680271456938662,0.766924923084878,0.887011800584519,"7002_A1059","cyan0785",14,"","30S ribosomal protein S3 RpsC","rpsC","","Ribosome: SSU","","","","","","","","","core",2,"","","cyt","7002_A1059","sll1804"
"A1060",343.447294677972,366.303432651669,511.495227212507,560.146371324137,0.613138479976389,0.937603265663546,0.671457476836401,0.653942346865088,0.71614242550788,0.913145658702344,"7002_A1060","cyan0786",14,"","50S ribosomal protein L22 RplV","rplV","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1060","sll1803"
"A1061",458.64748442889,408.896855053026,509.350593136145,697.902237887565,0.657180131442393,1.12167036444781,0.900455384973505,0.585894173789569,0.802780757621954,0.729830863815346,"7002_A1061","cyan0787",14,"","30S ribosomal protein S19 RpsS","rpsS","","Ribosome: SSU","","","","","","","","","core",2,"","","cyt","7002_A1061","ssl3432"
"A1062",373.593138724941,406.057293559602,539.375470205223,542.812851690328,0.688254041077999,0.920050309772613,0.692640209579415,0.748061311177753,0.752828624937476,0.993667464809645,"7002_A1062","cyan0788",14,"","50S ribosomal protein L2 RplB","rplB","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1062","sll1802"
"A1063",443.574562405405,559.393614204487,844.985826086909,865.763691183398,0.512350618214413,0.792956070898686,0.524949115962784,0.646127366972229,0.662015381719494,0.976000535356146,"7002_A1063","cyan0789",14,"","50S ribosomal protein L23 RplW","rplW","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1063","sll1801"
"A1064",427.425003094529,625.650049051042,749.549609688768,870.32514371861,0.491109565407112,0.683169455101663,0.570242446356561,0.718869325523387,0.834701320584808,0.861229409604544,"7002_A1064","cyan0790",14,"","50S ribosomal protein L4 RplD","rplD","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1064","sll1800"
"A1065",383.282874311467,480.832412886429,671.270465901529,850.254752563674,0.450785924048997,0.797123621535051,0.570981286651291,0.565515701543133,0.716302053063904,0.789493341704384,"7002_A1065","cyan0791",14,"","50S ribosomal protein L3 RplC","rplC","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1065","sll1799"
"A1066",201.331172742259,186.464538068162,200.523286139914,176.072067859216,1.14345889833724,1.07972901886933,1.00402889169581,1.05902395726536,0.92988969838674,1.13887051238728,"7002_A1066","cyan0086",14,"","polynucleotide phosphorylase/polyadenylase PnpA","pnpA","","RNA degradation","","","","","","","","2.7.7.8","core",2,"","","cyt","7002_A1066","sll1043"
"A1067",18.3028338856599,11.3582459736952,7.5062192672695,7.29832405634055,2.50781326567146,1.61141376300953,2.43835587983268,1.55628139912854,1.51317801535884,1.02848533571873,"7002_A1067","cyan10646",1,"","Kef-type K+ transporter NAD-binding component","","","Transport","","","","","","","","","",1,"Sec","","IM 2 TM","7002_A1067",""
"A1068",394.049247185384,616.184844072963,732.392537077867,420.565923746624,0.936950011724642,0.639498441053388,0.538030123514885,1.46513259701038,0.841331407514671,1.74144526630528,"7002_A1068","cyan10014",4,"","outer membrane protein","","","","","","","","","","","","",1,"Sec Bam","LepB","OM","7002_A1068",""
"A1069",15.0729220234847,13.251286969311,18.2293896490831,11.8597765915534,1.27092798984255,1.13746853859496,0.82684732257302,1.11733023527177,0.726918850515522,1.53707698524997,"7002_A1069","cyan2984",4,"","TrkA domain-containing protein","","","Transport","","","","","","","1.A","","",2,"Sec","","IM 3 TM","7002_A1069","sll0536"
"A1070",6.45982372435056,2.83956149342379,3.21695111454407,7.29832405634055,0.885110564354631,2.27493707718992,2.00805778339162,0.389070349782136,0.882687175625992,0.440779429593742,"7002_A1070","cyan2983",2,"","ammonium/methylammonium permease, Amt","amt","","Nitrogen assimilation - ammonium","","","","","","","1.A.11","","",2,"Sec","","IM 10 TM","7002_A1070","sll0537"
"A1071",31.2224813343611,16.0908484627348,11.7954874199949,15.5089386197237,2.01319265617916,1.94038750701493,2.64698525992532,1.03752093275236,1.36415290778562,0.760560584397045,"7002_A1071","cyan1849",10,"","bifunctional proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase PutA","putA","","L-arginine deiminase pathway","","","","","","","","1.5.1.12 1.5.99.8","",2,"","","cyt","7002_A1071","sll1561"
"A1072",713.810521540737,413.629457542066,694.861440741519,461.61899656354,1.5463196420741,1.72572457914979,1.02727030122581,0.896040805558858,0.595268974920615,1.50527046311855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1073",75.3646101174233,79.5077218158662,65.4113393290628,97.6150842535548,0.772059059250146,0.947890448829133,1.15216430194601,0.814502414497181,1.21550365168169,0.670094584553726,"7002_A1073","cyan0091",2,"","conserved hypothetical protein associated with LlaI-like trype II restriction endonuclease","","","","","","","","","","","","",2,"","","cyt","7002_A1073","sll0710"
"A1074",3.22991186217528,7.57216398246344,5.36158519090678,2.73687152112771,1.18014741913951,0.42655070197311,0.602417335017486,2.76672248733963,1.41229948100159,1.9590196870833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1075",29.0692067595775,45.4329838947807,36.4587792981661,38.3162012957879,0.758666198018255,0.639826052959665,0.797317061052555,1.18573820885984,1.24614660088375,0.951523848011887,"7002_A1075","cyan10647",3,"","protein of unknown function DUF3038","","","","","","","","","","","","",1,"","","cyt","7002_A1075",""
"A1076",15.0729220234847,29.3421354320458,17.1570726109017,24.6318436901494,0.611928291405671,0.513695469042885,0.878525280233833,1.19122773760456,1.71020640277536,0.696540333185172,"7002_A1076","cyan0311",7,"","conserved hypothetical protein","","","","","","","","","","","","",2,"","","cyt","7002_A1076","slr0971"
"A1077",29.0692067595775,36.9142994145093,30.024877069078,35.5793297746602,0.817025136327352,0.78747821902728,0.968170716992388,1.03752093275236,1.22945713747906,0.843885403666651,"7002_A1077","cyan3261",6,"","cyclic nucleotide-binding domain-containing protein","","","","","","","","","","","","",2,"","","cyt","7002_A1077","slr0607"
"A1078",6.45982372435056,6.62564348465551,9.65085334363221,5.47374304225541,1.18014741913951,0.974973033081394,0.669352594463873,1.21044108821109,0.686534469931327,1.76311771837497,"7002_A1078","cyan3141",6,"","conserved hypothetical membrane protein","","","","","","","","","","","","",2,"Sec","","IM 10 TM","7002_A1078","sll0727"
"A1079",38.7589423461034,34.0747379210855,36.4587792981661,43.7899443380433,0.885110564354631,1.13746853859496,1.06308941473674,0.778140699564271,0.934609950662815,0.832583367010401,"7002_A1079","cyan2131",9,"","protein of unknown function DUF901","","","","","","","","","","","","core",2,"","","cyt","7002_A1079","sll0297"
