Locus tag,Ortholog group,Genome count calc,Reference (PMID),Curated Product Descriptor,Gene,Gene Aliases,Functional role,regulon,cofactor,substrate,Regulator family,Merops family,CAZY,TC family,E.C.,evolution,Genome count calc,Loc Sys,Loc Cleave,protein localization,7002,6803
7002_A0670,cyan1238,9,,"2-methyl-6-phytyl-1,4-benzoquinone cyclase Vte1",vte1,,Cofactor vitamin E (tocopherol) synth,,,,,,,,,core,2,,,cyt,7002_A0670,slr1737
7002_A0671,cyan2880,14,,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,pdxA,,Cofactor pyridoxin (B6) synth,,,,,,,,1.1.1.262,core,2,,,cyt,7002_A0671,sll0660
7002_A0672,cyan0224,14,,methionine-R-sulfoxide reductase MsrB,msrB,,Oxidative stress,,,,,,,,1.8.4.12,core,2,,,cyt,7002_A0672,sll1680
7002_A0673,cyan10575,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0673,
7002_A0674,cyan2965,14,,ornithine carbamoyltransferase ArgF,argF,,L-arginine deiminase pathway,,,,,,,,2.1.3.3,core,2,,,cyt,7002_A0674,sll0902
7002_A0675,cyan0460,14,22433663,long-chain-fatty-acid:[acyl-carrier protein] ligase (AMP-forming) Aas,aas,,Fatty acid activation,,,,,,,,6.2.1.20,core,2,,,cyt,7002_A0675,slr1609
7002_A0676,cyan0437,14,,protein of unknown function DUF2869,,,,,,,,,,,,core,2,,,cyt,7002_A0676,slr1600
7002_A0677,cyan1437,14,,prephenate dehydrogenase TyrA,tyrA,,AA synth:Phe & Tyr,,,,,,,,1.3.1.12,core,2,,,cyt,7002_A0677,slr2081
7002_A0678,cyan10576,3,,"protein-L-isoaspartate O-methyltransferase, Pcm",pcm,,,,,,,,,,2.1.1.77,,1,,,cyt,7002_A0678,
7002_A0679,cyan0795,12,,protein of unknown function DUF1823,,,,,,,,,,,,,2,,,cyt,7002_A0679,slr1896
7002_A0680,cyan3854,6,,MOSC domain-containing protein,,,,,,,,,,,,,1,,,cyt,7002_A0680,
7002_A0681,cyan0116,14,,anthranilate synthase alpha subunit TrpE,trpE,,AA synth: Trp,,,,,,,,4.1.3.27,core,2,,,cyt,7002_A0681,slr0738
7002_A0682,cyan0115,14,,photosystem I subunit II PsaD,psaD,,Photosystem I,,,,,,,,,core,2,,,cyt-TM assoc,7002_A0682,slr0737
7002_A0683,cyan4153,3,,"carbohydrate esterase, family 1",,,,,,,,S09,,,,,1,,,cyt,7002_A0683,
7002_A0684,cyan3936,4,,"ribosomal protein S6 glutaminyl transferase, RimK",rimK,,Ribosome modification,,,,,,,,,,1,,,cyt,7002_A0684,
7002_A0685,cyan4822,4,,protein of unknown function DUF785,,,Ribosome biogenesis,,,,,,,,,,1,,,cyt,7002_A0685,
7002_A0686,cyan3264,10,,"ethyl (methyl; benzyl) viologen export pump, EvrC",evrC,,Transport|export,,,,,,,3.A.1.141,,,2,Sec,,IM 6 TM,7002_A0686,slr0610
7002_A0687,cyan2295,11,,hypothetical protein,,,,,,,,,,,,core,2,Sec,,IM 1 TM,7002_A0687,slr0013
7002_A0688,cyan10577,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 2 TM,7002_A0688,
7002_A0689,cyan10578,1,,"two component signal transduction system, hybrid response regulator with GAF sensory domain",,,Sensory transduction,,,,,,,,2.7.13.3,,1,Sec,,IM 1 TM,7002_A0689,
7002_A0690,cyan1493,11,,bicarbonate uptake permease IctB,ictB,,Transport|uptake:bicarbonate,,,,,,,9.B.67.1,,core,2,Sec,,IM 11 TM,7002_A0690,slr1515
7002_A0691,cyan2977,14,,ribosome small subunit-stimulated GTPase EngC,engC,,Universal GTPases,,,,,,,,,core,2,,,cyt,7002_A0691,sll0898
7002_A0692,cyan2978,14,,predicted redox regulator of disulfide bond formation SirA family,,,,,,,,,,,,core,2,,,cyt,7002_A0692,ssl1707
7002_A0693,cyan2979,14,21292744,chaperone protein DnaJ,dnaJ,,Chaperone,,,,,,,,,core,2,,,cyt,7002_A0693,sll0897
7002_A0694,cyan2395,11,,molecular chaperone DnaK1,dnaK1,,Chaperone,,,,,,,,,core,2,,,cyt,7002_A0694,sll0058
7002_A0695,cyan2396,14,,heat shock protein GrpE,grpE,,Heat shock,,,,,,,,,core,2,,,cyt,7002_A0695,sll0057
7002_A0696,cyan2397,12,,type IV fimbrial assembly ATPase PilB,pilB,,Bacterial motility:Gliding,,,,,,,,,core,2,,,cyt-IM assoc,7002_A0696,slr0063
7002_A0697,cyan2053,12,,pilin retraction protein PilT,pilT,,Bacterial motility:Gliding,,,,,,,,,core,2,,,cyt-IM assoc,7002_A0697,slr0161
7002_A0699,cyan2055,12,,type IV fimbrial assembly protein PilC,pilC,,Bacterial motility:Gliding,,,,,,,,,core,2,Sec,,IM 4 TM,7002_A0699,slr0163
7002_A0700,cyan2648,9,,conserved hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A0700,slr0845
7002_A0701,cyan0652,11,,hypothetical protein,,,,,,,,,,,,core,2,,,cyt,7002_A0701,slr1395
7002_A0702,cyan2264,14,,protein of unknown funciton DUF185,,,,,,,,,,,,core,2,,,cyt,7002_A0702,slr0351
7002_A0703,cyan1237,9,,"homogentisate phytyltransferase, HggT",hggT,,Cofactor vitamin E (tocopherol) synth,,,,,,,,2.5.1.-,core,2,Sec,,IM 8 TM,7002_A0703,slr1736
7002_A0704,cyan10579,1,,alpha/beta hydrolase fold protein,,,Proteolysis,,,,,S33,,,3.8.1.5,,1,,,cyt,7002_A0704,
7002_A0705,cyan2230,14,,ABC-type export system ATPase component,,,Transport,,ATP,,,,,3.A.1.105,3.6.3.-,core,2,,,cyt-IM assoc,7002_A0705,sll0759
7002_A0706,cyan3028,14,20023146,histidinol-phosphate phosphatase,,,AA synth: Aromatic (his),,,,,,,,3.1.3.15,core,2,,,cyt,7002_A0706,sll1329
7002_A0707,cyan1695c,14,19540827,oxygen-dependent Mg protoporphyrin IX monomethyl ester oxidative cyclase AcsF1,acsF1,chlAI ycf59,Chlorophyll Biosynthesis,,,,,,,,1.14.13.81,core,2,,,cyt,7002_A0707,sll1214
7002_A0708,cyan0193,14,,GTP-binding protein TypA,typA,bipA,Universal GTPases,,,,,,,,,core,2,,,cyt,7002_A0708,slr1105
7002_A0709,cyan10580,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 2 TM,7002_A0709,
7002_A0710,cyan0290,11,,glycolate oxidase subunit FAD binding subunit GlcE,glcE,,Glycolate degradation,,FAD,,,,,,1.1.99.14,core,2,,,cyt,7002_A0710,sll1189
7002_A0711,cyan1769,7,,hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A0711,ssr2130
7002_A0712,cyan0748,14,,ABC-type transport system ATPase and permease components,,,Transport|export,,ATP,,,,,3.A.1.106,3.6.3.-,core,2,Sec,,IM 5 TM,7002_A0712,slr1149
7002_A0713,cyan9511b,7,,phosphonate ABC transport system ATPase component PhnC,phnC,,alkylphosphonate utilization,,ATP,,,,,3.A.1.9,3.6.3.28,,1,,,cyt-IM assoc,7002_A0713,
7002_A0714,cyan5357,7,,peptidase S9X family,,,Proteolysis,,,,,S9X,,,,pCC7120delta,1,Sec,,IM 1 TM,7002_A0714,
7002_A0715,cyan2759,14,,ribosomal RNA large subunit methyltransferase N RlmN,rlmN,,rRNA modification,,4Fe4S,,,,,,2.1.1.-,core,2,,,cyt,7002_A0715,sll0098
7002_A0716,cyan0466,14,,twin-arginine protein translocation system component MttA,mttA,tatA,Transport|export:TAT,,,,,,,2.A.64.2,,core,2,Sec,,IM 1 TM,7002_A0716,slr1046
7002_A0717,cyan4288,5,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0717,
7002_A0718,cyan1483,14,17932115 15459199 20656904,digalactosyldiacylglycerol (DGDG) synthase DgdA,dgdA,ktrE,Glycerolipid and Glycerophospholipid Metabolism,,,,,,GT4,,2.4.1.241,core,2,,,cyt,7002_A0718,slr1508
7002_A0719,cyan2083a,12,,multidrug efflux transporter MFS family,,,Transport|export,,,,,,,2.A.1,,core,2,Sec,,IM 12 TM,7002_A0719,slr1935
7002_A0720,cyan0957,10,,urease accessory protein UreE,ureE,,Nitrogen assimilation from urea,,,,,,,,,,2,,,cyt,7002_A0720,slr1219
7002_A0721,cyan10582,1,,HD domain-containing protein,,,,,,,,,,,,,1,,,cyt,7002_A0721,
7002_A0722,cyan10583,1,,hypothetical protein,,,junk?,,,,,,,,,,1,,,cyt,7002_A0722,
7002_A0723,cyan10584,2,,pentapeptide repeat-containing protein,,,rfr,,,,,,,,,,1,Sec,,IM 2 TM,7002_A0723,
7002_A0724,cyan6815a,3,,"FAD-dependent oxidoreductase, glucose-methanol-choline oxidoreductase family",,,,,FAD,,,,,,,,1,,,cyt,7002_A0724,
7002_A0725,cyan1439,5,,"heme-copper quinol oxidase, small subunit (subunit III), CtaEII",ctaEII,,Terminal cytochrome C oxidases,,,,,,,,1.9.3.1,,2,Sec,,IM 3 TM,7002_A0725,slr2083
7002_A0726,cyan1438,5,,"heme-copper quinol oxidase, large subunit (subunit I), CtaDII",ctaDII,,Terminal cytochrome C oxidases,,,,,,,,1.9.3.1,,2,Sec,,IM 12 TM,7002_A0726,slr2082
7002_A0727,cyan0728c,5,,"heme-copper quinol oxidase, subunit II, CtaCII",ctaCII,,Terminal cytochrome C oxidases,,Cu,,,,,,1.9.3.1,,2,Sec,,IM 3 TM,7002_A0727,sll0813
7002_A0728,cyan3101,5,,membrane protein of unknown function DUF2231,,,Transport,,,,,,,,,,2,Sec,,IM 4 TM,7002_A0728,sll1486
7002_A0729,cyan3102a,5,,membrane protein of unknown function DUF2231,,,Transport,,,,,,,,,,2,Sec,,IM 4 TM,7002_A0729,sll1485
7002_A0730,cyan1843,10,,(R)-citramalate synthase CimA,cimA,,AA synth: ILV,,,,,,,,2.3.1.182,,2,,,cyt,7002_A0730,sll1564
7002_A0731,cyan4416,3,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0731,
7002_A0732,cyan1491,11,12069591 16155179,photosystem II biogenesis protein Psp29,psp29,thf1,Photosystem II,,,,,,,,,core,2,,,cyt,7002_A0732,sll1414
7002_A0733,cyan0163,14,,F1 ATP synthase complex gamma subunit AtpG,atpG,,F0F1-type ATP synthase,,,,,,,,3.6.3.14,core,2,,,cyt-TM assoc,7002_A0733,sll1327
7002_A0734,cyan0164,14,,F1 ATP synthase complex alpha subunit AtpA,atpA,,F0F1-type ATP synthase,,,,,,,,3.6.3.14,core,2,,,cyt-TM assoc,7002_A0734,sll1326
7002_A0735,cyan0165,14,,F1 ATP synthase complex delta subunit AtpH,atpH,,F0F1-type ATP synthase,,,,,,,,3.6.3.14,core,2,,,cyt-TM assoc,7002_A0735,sll1325
7002_A0736,cyan0166,14,,F0 ATP synthase complex B subunit AtpF,atpF,,F0F1-type ATP synthase,,,,,,,,3.6.3.14,core,2,Sec,,TM 1 TM,7002_A0736,sll1324
7002_A0737,cyan0167,14,,F0 ATP synthase complex B' subunit AtpG,atpG,,F0F1-type ATP synthase,,,,,,,,3.6.3.14,core,2,Sec,,TM 1 TM,7002_A0737,sll1323
7002_A0738,cyan0168,14,,F0 ATP synthase complex subunit C AtpE,atpE,,F0F1-type ATP synthase,,,,,,,,3.6.3.14,core,2,Sec,,TM 1 TM,7002_A0738,ssl2615
7002_A0739,cyan0169,14,,F0 ATP synthase complex subunit A AtpB,atpB,,F0F1-type ATP synthase,,,,,,,,3.6.3.14,core,2,Sec,,TM 5 TM,7002_A0739,sll1322
7002_A0740,cyan0170,14,,F0 ATP synthase complex locus membrane protein AtpI,atpI,,F0F1-type ATP synthase,,,,,,,,3.6.3.14,core,2,Sec,,TM 4 TM,7002_A0740,sll1321
7002_A0741,cyan1473,9,,"oxidoreductase, aldo/keto reductase family protein",,,,,,,,,,,1.1.1.-,,2,,,cyt,7002_A0741,slr1503
7002_A0742,cyan10585,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0742,
7002_A0742.1,cyan10586,1,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0742.1,
7002_A0743,cyan1179,14,,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase IspG,ispG,,Isoprenoid synth,,4Fe-4S,,,,,,1.17.7.1,core,2,,,cyt,7002_A0743,slr2136
7002_A0744,cyan2919,14,,BioD-like N-terminal domain of phosphotransacetylase,,,,,,,,,,,,core,2,,,cyt,7002_A0744,slr0039
7002_A0745,cyan2918,11,,hypothetical protein,,,,,,,,,,,,core,2,,,cyt,7002_A0745,slr0038
7002_A0746,cyan0320,8,,"tRNA dihydrouridine synthase A, DusA",dusA,yjbN,tRNA modification,,FMN,,,,,,,,2,,,cyt,7002_A0746,sll0926
7002_A0747,cyan1630,14,,protein of unknown function DUF1537,,,,,,,,,,,,core,2,,,cyt,7002_A0747,slr1342
7002_A0748,cyan2655,14,,16S rRNA (guanine527-N7)-methyltransferase RsmG,rsmG,gidB,rRNA modication - 16S,,,,,,,,,core,2,,,cyt,7002_A0748,slr0072
7002_A0749,cyan1560,14,,F1 ATP synthase complex beta subunit AtpD,atpD,,F0F1-type ATP synthase,,,,,,,,3.6.3.14,core,2,,,cyt-TM assoc,7002_A0749,slr1329
7002_A0750,cyan1561,14,,F1 ATP synthase complex epsilon subunit AtpC,atpC,,F0F1-type ATP synthase,,,,,,,,3.6.3.14,core,2,,,cyt-TM assoc,7002_A0750,slr1330
7002_A0751,cyan2589,14,10874039,30S ribosomal component Ycf65,ycf65,,Translation,,,,,,,,,core,2,,,cyt,7002_A0751,slr0923
7002_A0752,cyan0121,14,,DUF150 family protein clustered with NusA transcription elongation factor,,,,,,,,,,,,core,2,,,cyt,7002_A0752,slr0742
7002_A0753,cyan0122,14,,transcription elongation factor NusA,nusA,,,,,,,,,,,core,2,,,cyt,7002_A0753,slr0743
7002_A0754,cyan0123,11,,protein of unknown function DUF448,,,,,,,,,,,,core,2,,,cyt,7002_A0754,ssr1238
7002_A0755,cyan0124,14,,translation initiation factor IF-2 InfB,infB,,Translation,,,,,,,,,core,2,,,cyt,7002_A0755,slr0744
7002_A0755.1,cyan0153,9,,"cytochrome b6-f complex subunit VIII, PetN",petN,,Cytochrome B6-F complex,,,,,,,,,core,2,Sec,,TM 1 TM,7002_A0755.1,sml0004
7002_A0756,cyan1122,12,,deoxyribose-phosphate aldolase DeoC,deoC,,Pentose phosphate pathway,,,,,,,,4.1.2.4,core,2,,,cyt,7002_A0756,sll1776
7002_A0757,cyan2169,14,,DNA recombination and repair protein RecO,recO,,DNA Repair,,Zn,,,,,,,core,2,,,cyt,7002_A0757,slr0181
7002_A0758,cyan10587,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A0758,
7002_A0759,cyan9509b,7,,ABC-type phosphonate uptake system permease component PhnE,phnE,,Nitrogen assimilation - aminophosphonate; Phosphorous assmiliation,,,,,,,3.A.1.9,3.6.3.28,,1,Sec,,IM 11 TM,7002_A0759,
7002_A0759.1,cyan2418a,14,,photosystem II reaction center protein PsbX,psbX,,Photosystem II,,,,,,,,,core,2,Sec,,TM 1 TM,7002_A0759.1,sml0002
7002_A0760,cyan2695,14,,conserved hypothetical protein YCF66,ycf66,,,,,,,,,,,core,2,Sec,,IM 3 TM,7002_A0760,slr0503
7002_A0761,cyan2696,6,,WD-40-like beta propeller repeat-containing protein,,,tolB:like,,,,,S09,,,,,2,Sec,LspA,LP -IM,7002_A0761,slr0505
7002_A0762,cyan1453,4,,hypothetical protein,,,,,,,,,,,,,2,Sec,,IM 1 TM,7002_A0762,ssl3769
7002_A0763,cyan1409,9,,alpha/beta hydrolase fold protein,,,Proteolysis,,,,,S33,,,,,2,,,cyt,7002_A0763,slr0264
7002_A0764,cyan1273,10,,"ABC transport system, ATPase component",,,Transport,,ATP,,,,,,3.6.3.-,,2,,,cyt-IM assoc,7002_A0764,slr0864
7002_A0765,cyan2683,7,18502765,cation- and S-adenosyl-l-methionine-dependent O-methyltransferase Omt,omt,,,,,,,,,,2.1.1.-,,2,,,cyt,7002_A0765,slr0095
7002_A0766,cyan10589a,6,,"glycosyl transferase, group 2 family protein",,,,,,,,,,,,,2,Sec,,IM 2 TM,7002_A0766,slr1943
7002_A0767,cyan0621b,14,,thylakoid signal peptidase I LepB1,lepB1,,Proteolysis,,,,,S26,,,3.4.21.89,core,2,Sec,,TM 1 TM,7002_A0767,sll0716
7002_A0768,cyan2389,6,,hypothetical protein,,,,,,,,,,,,,2,Sec,,IM 3 TM,7002_A0768,sll0062
7002_A0769,cyan0146,14,21339611,ABC-type lipopolysaccharide export system ATPase component LptB,lptB,,Lipopolysaccharide synth - Transport,,ATP,,,,,3.A.1,3.6.3.39,core,2,,,cyt-IM assoc,7002_A0769,slr0251
7002_A0770,cyan0145,11,21339611,ABC-type lipopolysaccharide export porin system periplasmic chaperone LptA,lptA,,Lipopolysaccharide synth - Transport,,,,,,,3.A.1,,core,2,Sec,LepB,peri,7002_A0770,slr0250
7002_A0771,cyan2565,11,,molybdopterin biosynthesis protein MoeA,moeA,,Prosthetic group molybdenum synth,,,,,,,,,core,2,,,cyt,7002_A0771,slr0900
7002_A0772,cyan2231,8,,hypothetical membrane protein,,,,,,,,,,2.A.3?,,,2,Sec,,IM 5 TM,7002_A0772,slr0779
7002_A0773,cyan2874,7,,glutamate dehydrogenase (NADP+) GdhA,gdhA,,Nitrogen assimilation - ammonium,,,,,,,,1.4.1.4,,2,,,cyt,7002_A0773,slr0710
7002_A0774,cyan0659,14,,protein of unknown function DUF1350,,,,,,,,,,,,core,2,,,cyt,7002_A0774,slr1699
7002_A0775,cyan10590,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0775,
7002_A0776,cyan10591,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A0776,
7002_A0776.1,cyan19121,14,,photosystem II reaction center I protein PsbI,psbI,,Photosystem II,,,,,,,,,core,2,Sec,,TM 1 TM,7002_A0776.1,sml0001
7002_A0777,cyan0574,9,,hypothetical protein,,,,,,,,,,,,core,2,Sec,LepB,peri,7002_A0777,slr1914
7002_A0778,cyan10592,1,,protein of unknown function DUF3747,,,,,,,,,,,,,1,Sec,LepB,peri,7002_A0778,
7002_A0779,cyan0258,7,,hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A0779,sll1658
7002_A0780,cyan2453,7,,hypothetical protein,,,,,,,,,,,,,2,Sec,LepB,peri,7002_A0780,ssr1049
7002_A0781,cyan2360,7,,protein of unknown function DUF3082,,,,,,,,,,,,,2,Sec,,IM 2 TM,7002_A0781,slr0438
7002_A0782,cyan0898,4,,porin OprB family,,,Omp porin,,,,,,,1.B.23,,,2,Sec Bam,LepB,OM,7002_A0782,slr1841
7002_A0783,cyan7526b,12,12731893,pentapeptide repeat-containing protein RfrN,rfrN,,,,,,,,,,,core,2,Sec,LepB,TL,7002_A0783,sll0301
7002_A0785,cyan0432,14,,lipoyl synthase LipA1,lipA1,,Lipoic acid metabolism,,,,,,,,2.8.1.8,core,2,,,cyt,7002_A0785,slr1598
7002_A0786,DUF820,1,,putative endonuclease DUF820 family,,,Genome evolution?,,,,,,,,,,1,,,cyt,7002_A0786,
7002_A0787,cyan2209,12,16621810,cysteine desulfurase IscS1,iscS1,,Prosthetic group FeS synth (ISC),,,,,,,,2.8.1.7,,2,,,cyt,7002_A0787,slr0387
7002_A0788,cyan0083,14,,ribonuclease E Rne,rne,,RNA degradation,,,,,,,,3.1.26.12,core,2,,,cyt,7002_A0788,slr1129
7002_A0789,cyan0479a,14,,nucleoside triphosphate pyrophosphohydrolase MazG,mazG,,Cofactor folate synth,,,,,,,,3.6.1.19,core,2,,,cyt,7002_A0789,sll1005
7002_A0790,cyan5397,4,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0790,
7002_A0791,cyan1323,14,18325343,GntR family transcriptional regulator controlling phycobilisome degradation,,,Phycobilisome turnover,,,,GntR,,,,,core,2,,,cyt,7002_A0791,sll1961
7002_A0792,cyan3253,6,,thioredoxin reductase TrxB,trxB,,pyrimidine conversions,,FAD,,,,,,1.8.1.9,,2,,,cyt,7002_A0792,slr0600
7002_A0793,cyan1239,7,19820102,thioredoxin-dependent peroxidase PrxII family,,,Oxidative stress,PerR,,,,,,,1.11.1.15,,2,,,cyt,7002_A0793,sll1621
7002_A0794,cyan5812b,8,,"sodium/sulfate symporter, Sac1",sac1,,Transport:sulfate,,,,,,,,,,2,Sec,,IM 12 TM,7002_A0794,sll0640
7002_A0795,cyan3031,11,Collart,ABC-type sulfate/thiosulfate uptake system substrate-binding component CysP,cysP,,Transport|uptake:sulfate,,,,,,,3.A.1.6,,core,2,TAT,LspA,LP -IM,7002_A0795,slr1452
7002_A0796,cyan3032,7,,NIL domain protein,,,,,,,,,,,,,2,,,cyt,7002_A0796,ssr2439
7002_A0797,cyan3033,11,,ABC-type sulfate/thiosulfate uptake system permease component CysT,cysT,,Transport|uptake:sulfate,,,,,,,3.A.1.6,,core,2,Sec,,IM 6 TM,7002_A0797,slr1453
7002_A0798,cyan3034,11,,ABC-type sulfate/thiosulfate uptake system permease component CysW,cysW,,Transport|uptake:sulfate,,,,,,,3.A.1.6,,core,2,Sec,,IM 6 TM,7002_A0798,slr1454
7002_A0799,cyan3035,11,,sulfate/thiosulfate ABC uptake system ATPase component CysA,cysA,,Transport|uptake:sulfate,,ATP,,,,,3.A.1.6,3.6.3.25,core,2,,,cyt-IM assoc,7002_A0799,slr1455
7002_A0800,cyan3030,5,,hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A0800,sll1367
7002_A0801,cyan2879,9,,protein of unknown function DUF2997,,,,,,,,,,,,,2,,,cyt,7002_A0801,ssl1263
7002_A0802,cyan2878,14,,protein of unknown function DUF1257 Ycf35,ycf35,,,,,,,,,,,core,2,,,cyt,7002_A0802,sll0661
7002_A0803,cyan2877,12,,4Fe-4S type iron-sulfur protein,,,Polysacharide biosynthesis,,4Fe-4S,,,,,,,,2,,,cyt,7002_A0803,sll0662
7002_A0804,cyan2010,5,,conserved hypothetical protein,,,,,,,,,,,,,2,Sec,LspA,LP -IM,7002_A0804,sll0361
7002_A0805,cyan10595,1,,"methyltransferase, UbiE/COQ5 family protein",,,,,,,,,,,,,1,,,cyt,7002_A0805,
7002_A0806,cyan3100,9,,protein of unknown function DUF3352,,,,,,,,,,,,core,2,Sec,,IM 1 TM,7002_A0806,slr1579
7002_A0807,cyan10596,1,,"serine/threonine-protein kinase, PknC",pknC,,Regulation:signal relay,,,,,,,,2.7.11.1,,1,Sec,,IM 1 TM,7002_A0807,
7002_A0808,cyan1087,14,,photosystem II reaction center phosphoprotein PsbH,psbH,,Photosystem II,,,,,,,,,core,2,Sec,,TM 1 TM,7002_A0808,ssl2598
7002_A0809,cyan1088a,14,,photosystem II reaction center protein PsbN,psbN,,Photosystem II,,,,,,,,,core,2,Sec,,TM 1 TM,7002_A0809,smr0009
7002_A0810,cyan5963,8,,haloacid dehalogenase superfamily subfamily IA hydrolase,,,AA synth: Aromatic (his),,,,,,,,,,1,,,cyt,7002_A0810,
7002_A0811,cyan0556,11,,phycobilisome rod-core linker protein cpcG,cpcG,,Phycobilisome - phycocyanin/phycoerythrocyanin,,,,,,,,,check,2,,,cyt-TM assoc,7002_A0811,slr2051
7002_A0812,cyan10597,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A0812,
7002_A0813,cyan10598,1,,"membrane-associated 30 kD protein, PpsA",pspA,,,,,,,,,,,,1,,,cyt-IM assoc,7002_A0813,
7002_A0814,cyan2086,14,,nucleoside diphosphate kinase Ndk,ndk,,Purine conversions,,,,,,,,2.7.4.6,core,2,,,cyt,7002_A0814,sll1852
7002_A0815,cyan7513,3,,protein of unknown function DUF1821,,,,,,,,,,,,,1,,,cyt,7002_A0815,
7002_A0816,cyan2478,9,,D-alanyl-D-alanine carboxypeptidase DacB,dacB,,Peptidoglycan modification,,,,,S13,,,3.4.16.4,,2,Sec,LepB,peri,7002_A0816,slr0646
7002_A0817,cyan4032,4,,"methyltransferase, UbiE/COQ5 family protein",,,,,,,,,,,,,1,,,cyt,7002_A0817,
7002_A0818,cyan2285,14,,1-deoxy-D-xylulose 5-phosphate reductoisomerase IspC,ispC,dxr,Isoprenoid synth,,,,,,,,1.1.1.267,core,2,,,cyt,7002_A0818,sll0019
7002_A0819,cyan4742a,6,,toxin-antitoxin system toxin PIN family,,,Toxin-antitoxin,,,,,,,,,,1,,,cyt,7002_A0819,
7002_A0820,cyan5077a,6,,toxin-antitoxin system antidote,,,Toxin-antitoxin,,,,,,,,,,1,,,cyt,7002_A0820,
7002_A0821,cyan0705,11,,ABC-type multi-drug export system permease and ATPase component,,,Iron homeostasis,,ATP,,,,,3.A.1.106,3.6.3.-,,2,Sec,,IM 5 TM,7002_A0821,slr2019
7002_A0822,cyan0875,11,,hypothetical protein,,,,,,,,,,,,core,2,Sec,,IM 2 TM,7002_A0822,sll1736
7002_A0823,cyan2942,14,,uroporphyrinogen decarboxylase HemE,hemE,,Prosthetic group heme synth,,,,,S14,,,4.1.1.37,core,2,,,cyt,7002_A0823,slr0536
7002_A0824,cyan1966,10,,L-asparagine amidopeptidase AnsA1,ansA1,,AA degradation:asp protease,,,,,T02,,,3.5.1.1,,2,,,cyt,7002_A0824,sll0422
7002_A0825,cyan1138,6,,ABC-type oligopeptide uptake system permease component OppB,oppB,yliC?,Transport|uptake:glutathione?,,ATP,,,,,3.A.1.5,3.6.3.-,,2,Sec,,IM 5 TM,7002_A0825,sll1768
7002_A0826,cyan2490,14,,DNA gyrase subunit A GyrA,gyrA,,DNA replication,,,,,,,,5.99.1.3,core,2,,,cyt,7002_A0826,slr0417
7002_A0827,cyan0565,11,,competence protein ComEc,comEc,,Genome evolution - DNA uptake,,,,,,,3.A.11,,core,2,Sec,,IM 9 TM,7002_A0827,sll1929
7002_A0828,cyan10599,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 2 TM,7002_A0828,
7002_A0829,cyan10600,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0829,
7002_A0830,cyan0366,4,,protein of unknown function DUF2283,,,,,,,,,,,,,2,,,cyt,7002_A0830,ssr1768
7002_A0830.1,cyan10601,2,,conserved hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0830.1,
7002_A0831,cyan2773,14,,hydroxymethylpyrimidine phosphate synthase ThiC,thiC,,Cofactor thiamin (B1) synth: HMP precursor,TPP ribosw,,,,,,,,core,2,,,cyt,7002_A0831,slr0118
7002_A0832,cyan4923,11,,"acetyltransferase, GNAT family",,,,,,,,,,,,,1,,,cyt,7002_A0832,
7002_A0834,cyan4922,7,19253332,two component signal transduction system histidine kinase,hepN,,Heterocyst envelope polysaccharide formation,,,,,,,,2.7.13.3,,1,,,cyt-IM assoc,7002_A0834,
7002_A0835,cyan2533,10,,heterodisulfide reductase subunit B HdrB,hdrB,,Succinate dehydrogenase,,,,,,,,,,2,,,cyt,7002_A0835,slr0201
7002_A0836,cyan4858,4,,toxin-antitoxin system toxin RelE family,,,Toxin-antitoxin,,,,,,,,,,1,,,cyt,7002_A0836,
7002_A0837,cyan4859,3,,toxin-antitoxin system antidote Phd family,,,Toxin-antitoxin,,,,,,,,,,1,,,cyt,7002_A0837,
7002_A0838,cyan10602,1,, NADP-dependent isocitrate dehydrogenase Icd,icd,,TCA Cycle,,,,,,,,1.1.1.42,,1,,,cyt,7002_A0838,
7002_A0839,cyan10603,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A0839,
